inv_date,inv_id,cus_id,product_id,sell_price,cost_price,quantity,total_price,total_cost,profit
2025-05-25,inv2572,cus00647,pro0030,1030.23,922,5,5151.15,4610,541.1499999999996
2025-05-25,inv2572,cus00647,pro0051,2410.75,1947,4,9643.0,7788,1855.0
2025-05-25,inv2572,cus00647,pro0026,1097.18,918,3,3291.54,2754,537.54
2025-05-25,inv2572,cus00647,pro0040,1379.33,1135,4,5517.32,4540,977.3199999999997
2025-12-18,inv2573,cus00446,pro0031,1593.57,1347,5,7967.849999999999,6735,1232.8499999999995
2023-01-12,inv2574,cus00519,pro0038,1234.8,1105,1,1234.8,1105,129.79999999999995
2023-01-12,inv2574,cus00519,pro0059,2336.77,2123,5,11683.85,10615,1068.8500000000004
2023-01-12,inv2574,cus00519,pro0034,845.29,714,3,2535.87,2142,393.8699999999999
2023-01-12,inv2574,cus00519,pro0044,611.15,490,5,3055.75,2450,605.75
2023-04-19,inv2575,cus00051,pro0052,2358.63,1996,4,9434.52,7984,1450.5200000000004
2023-04-19,inv2575,cus00051,pro0006,1012.59,826,2,2025.18,1652,373.18000000000006
2023-04-19,inv2575,cus00051,pro0010,1256.56,1012,4,5026.24,4048,978.2399999999998
2025-05-11,inv2576,cus00112,pro0057,775.49,646,1,775.49,646,129.49
2024-08-21,inv2577,cus00969,pro0039,1139.92,946,3,3419.76,2838,581.7600000000002
2024-08-21,inv2577,cus00969,pro0029,1208.41,1009,1,1208.41,1009,199.41000000000008
2024-08-21,inv2577,cus00969,pro0001,448.85,355,4,1795.4,1420,375.4000000000001
2024-08-21,inv2577,cus00969,pro0033,1726.24,1433,5,8631.2,7165,1466.2000000000007
2024-11-08,inv2578,cus00236,pro0044,611.15,490,1,611.15,490,121.14999999999998
2025-01-25,inv2579,cus00088,pro0048,1655.4,1341,2,3310.8,2682,628.8000000000002
2025-01-25,inv2579,cus00088,pro0025,527.73,413,1,527.73,413,114.73000000000002
2025-01-25,inv2579,cus00088,pro0039,1139.92,946,4,4559.68,3784,775.6800000000003
2025-01-25,inv2579,cus00088,pro0010,1256.56,1012,3,3769.68,3036,733.6799999999998
2025-09-08,inv2580,cus00992,pro0056,1059.7,878,1,1059.7,878,181.70000000000005
2025-09-08,inv2580,cus00992,pro0052,2358.63,1996,3,7075.89,5988,1087.8900000000003
2025-09-08,inv2580,cus00992,pro0022,2551.95,2184,3,7655.849999999999,6552,1103.8499999999995
2025-09-08,inv2580,cus00992,pro0037,1598.22,1427,4,6392.88,5708,684.8800000000001
2025-06-05,inv2581,cus00260,pro0046,1414.5,1163,2,2829.0,2326,503.0
2025-06-05,inv2581,cus00260,pro0005,1737.61,1369,1,1737.61,1369,368.6099999999999
2025-06-05,inv2581,cus00260,pro0020,1509.26,1200,1,1509.26,1200,309.26
2025-06-05,inv2581,cus00260,pro0001,448.85,355,2,897.7,710,187.70000000000005
2024-02-05,inv2582,cus00984,pro0049,2456.42,1945,1,2456.42,1945,511.4200000000001
2024-02-05,inv2582,cus00984,pro0047,2080.09,1702,4,8320.36,6808,1512.3600000000006
2024-02-05,inv2582,cus00984,pro0021,1582.39,1334,5,7911.950000000001,6670,1241.9500000000007
2024-02-05,inv2582,cus00984,pro0004,2519.62,2184,2,5039.24,4368,671.2399999999998
2025-10-12,inv2583,cus00540,pro0033,1726.24,1433,3,5178.72,4299,879.7200000000003
2025-10-12,inv2583,cus00540,pro0004,2519.62,2184,3,7558.86,6552,1006.8599999999997
2025-10-12,inv2583,cus00540,pro0050,1322.69,1014,1,1322.69,1014,308.69000000000005
2024-11-14,inv2584,cus00609,pro0006,1012.59,826,1,1012.59,826,186.59000000000003
2024-11-14,inv2584,cus00609,pro0058,1221.99,983,2,2443.98,1966,477.98
2024-11-14,inv2584,cus00609,pro0051,2410.75,1947,2,4821.5,3894,927.5
2024-05-05,inv2585,cus00245,pro0034,845.29,714,2,1690.58,1428,262.5799999999999
2024-05-05,inv2585,cus00245,pro0028,1628.92,1392,1,1628.92,1392,236.92000000000007
2024-05-05,inv2585,cus00245,pro0048,1655.4,1341,4,6621.6,5364,1257.6000000000004
2024-05-05,inv2585,cus00245,pro0037,1598.22,1427,5,7991.1,7135,856.1000000000004
2023-06-30,inv2586,cus00213,pro0011,1656.07,1469,5,8280.35,7345,935.3500000000004
2023-06-30,inv2586,cus00213,pro0012,1964.23,1752,2,3928.46,3504,424.46000000000004
2023-06-30,inv2586,cus00213,pro0014,392.56,286,2,785.12,572,213.12
2025-02-10,inv2587,cus00681,pro0008,1064.71,836,5,5323.55,4180,1143.5500000000002
2025-02-10,inv2587,cus00681,pro0046,1414.5,1163,1,1414.5,1163,251.5
2025-02-10,inv2587,cus00681,pro0020,1509.26,1200,5,7546.3,6000,1546.3000000000002
2023-11-23,inv2588,cus00944,pro0029,1208.41,1009,3,3625.2300000000005,3027,598.2300000000005
2023-11-23,inv2588,cus00944,pro0001,448.85,355,1,448.85,355,93.85000000000002
2023-11-23,inv2588,cus00944,pro0007,948.66,766,4,3794.64,3064,730.6399999999999
2023-11-23,inv2588,cus00944,pro0020,1509.26,1200,5,7546.3,6000,1546.3000000000002
2024-05-01,inv2589,cus00362,pro0026,1097.18,918,2,2194.36,1836,358.3600000000001
2024-05-01,inv2589,cus00362,pro0038,1234.8,1105,1,1234.8,1105,129.79999999999995
2024-05-01,inv2589,cus00362,pro0024,398.91,354,3,1196.73,1062,134.73000000000002
2024-05-01,inv2589,cus00362,pro0006,1012.59,826,4,4050.36,3304,746.3600000000001
2024-05-01,inv2589,cus00362,pro0053,954.94,823,4,3819.76,3292,527.7600000000002
2025-06-14,inv2590,cus00339,pro0033,1726.24,1433,1,1726.24,1433,293.24
2025-06-14,inv2590,cus00339,pro0041,2823.78,2379,1,2823.78,2379,444.7800000000002
2025-06-14,inv2590,cus00339,pro0058,1221.99,983,1,1221.99,983,238.99
2025-06-14,inv2590,cus00339,pro0008,1064.71,836,3,3194.13,2508,686.1300000000001
2023-06-03,inv2591,cus00187,pro0035,736.36,661,2,1472.72,1322,150.72000000000003
2023-06-03,inv2591,cus00187,pro0023,553.45,437,1,553.45,437,116.45000000000005
2025-08-29,inv2592,cus00172,pro0022,2551.95,2184,3,7655.849999999999,6552,1103.8499999999995
2025-08-29,inv2592,cus00172,pro0018,668.79,538,2,1337.58,1076,261.5799999999999
2025-01-18,inv2593,cus00069,pro0016,1144.49,1011,5,5722.45,5055,667.4499999999998
2025-01-18,inv2593,cus00069,pro0026,1097.18,918,1,1097.18,918,179.18000000000006
2024-09-20,inv2594,cus00436,pro0043,1350.41,1151,2,2700.82,2302,398.82000000000016
2024-01-25,inv2595,cus00750,pro0015,1723.69,1246,2,3447.38,2492,955.3800000000001
2024-01-25,inv2595,cus00750,pro0005,1737.61,1369,3,5212.83,4107,1105.83
2025-06-23,inv2596,cus00670,pro0025,527.73,413,3,1583.19,1239,344.19000000000005
2025-06-23,inv2596,cus00670,pro0006,1012.59,826,4,4050.36,3304,746.3600000000001
2025-06-23,inv2596,cus00670,pro0029,1208.41,1009,3,3625.2300000000005,3027,598.2300000000005
2025-01-09,inv2597,cus00859,pro0052,2358.63,1996,4,9434.52,7984,1450.5200000000004
2025-01-09,inv2597,cus00859,pro0006,1012.59,826,4,4050.36,3304,746.3600000000001
2025-05-24,inv2598,cus00551,pro0011,1656.07,1469,5,8280.35,7345,935.3500000000004
2025-05-24,inv2598,cus00551,pro0036,886.03,734,4,3544.12,2936,608.1199999999999
2025-05-24,inv2598,cus00551,pro0024,398.91,354,2,797.82,708,89.82000000000005
2025-05-24,inv2598,cus00551,pro0047,2080.09,1702,3,6240.27,5106,1134.2700000000004
2025-05-24,inv2598,cus00551,pro0004,2519.62,2184,2,5039.24,4368,671.2399999999998
2025-03-18,inv2599,cus00892,pro0006,1012.59,826,4,4050.36,3304,746.3600000000001
2025-03-18,inv2599,cus00892,pro0044,611.15,490,1,611.15,490,121.14999999999998
2025-03-18,inv2599,cus00892,pro0030,1030.23,922,4,4120.92,3688,432.9200000000001
2024-07-14,inv2600,cus00134,pro0045,261.7,218,3,785.0999999999999,654,131.0999999999999
2024-07-14,inv2600,cus00134,pro0028,1628.92,1392,2,3257.84,2784,473.84000000000015
2024-07-14,inv2600,cus00134,pro0029,1208.41,1009,1,1208.41,1009,199.41000000000008
2024-07-14,inv2600,cus00134,pro0018,668.79,538,4,2675.16,2152,523.1599999999999
2024-07-14,inv2600,cus00134,pro0049,2456.42,1945,1,2456.42,1945,511.4200000000001
2025-10-18,inv2601,cus00700,pro0052,2358.63,1996,1,2358.63,1996,362.6300000000001
2025-10-18,inv2601,cus00700,pro0028,1628.92,1392,2,3257.84,2784,473.84000000000015
2025-10-18,inv2601,cus00700,pro0044,611.15,490,2,1222.3,980,242.29999999999995
2025-10-18,inv2601,cus00700,pro0013,1785.78,1575,2,3571.56,3150,421.55999999999995
2025-10-18,inv2601,cus00700,pro0006,1012.59,826,3,3037.77,2478,559.77
2025-05-23,inv2602,cus00045,pro0024,398.91,354,3,1196.73,1062,134.73000000000002
2025-05-23,inv2602,cus00045,pro0058,1221.99,983,3,3665.9700000000003,2949,716.9700000000003
2024-07-13,inv2603,cus00694,pro0051,2410.75,1947,1,2410.75,1947,463.75
2024-07-13,inv2603,cus00694,pro0007,948.66,766,3,2845.98,2298,547.98
2023-08-31,inv2604,cus00724,pro0038,1234.8,1105,1,1234.8,1105,129.79999999999995
2025-07-30,inv2605,cus00595,pro0045,261.7,218,5,1308.5,1090,218.5
2025-07-30,inv2605,cus00595,pro0012,1964.23,1752,2,3928.46,3504,424.46000000000004
2025-07-30,inv2605,cus00595,pro0041,2823.78,2379,1,2823.78,2379,444.7800000000002
2025-07-30,inv2605,cus00595,pro0008,1064.71,836,3,3194.13,2508,686.1300000000001
2023-04-16,inv2606,cus00864,pro0020,1509.26,1200,3,4527.78,3600,927.7799999999997
2023-04-16,inv2606,cus00864,pro0003,1311.44,1175,3,3934.32,3525,409.32000000000016
2025-11-28,inv2607,cus00911,pro0037,1598.22,1427,3,4794.66,4281,513.6599999999999
2025-11-28,inv2607,cus00911,pro0026,1097.18,918,4,4388.72,3672,716.7200000000003
2025-11-28,inv2607,cus00911,pro0044,611.15,490,3,1833.4499999999998,1470,363.4499999999998
2024-05-24,inv2608,cus00956,pro0030,1030.23,922,4,4120.92,3688,432.9200000000001
2024-05-24,inv2608,cus00956,pro0008,1064.71,836,2,2129.42,1672,457.4200000000001
2024-05-24,inv2608,cus00956,pro0040,1379.33,1135,1,1379.33,1135,244.32999999999993
2024-05-24,inv2608,cus00956,pro0010,1256.56,1012,3,3769.68,3036,733.6799999999998
2024-08-28,inv2609,cus00429,pro0040,1379.33,1135,5,6896.65,5675,1221.6499999999996
2024-08-28,inv2609,cus00429,pro0039,1139.92,946,3,3419.76,2838,581.7600000000002
2024-08-28,inv2609,cus00429,pro0047,2080.09,1702,4,8320.36,6808,1512.3600000000006
2024-08-28,inv2609,cus00429,pro0010,1256.56,1012,3,3769.68,3036,733.6799999999998
2025-05-18,inv2610,cus00511,pro0009,535.3,456,1,535.3,456,79.29999999999995
2025-05-18,inv2610,cus00511,pro0055,2265.02,1975,1,2265.02,1975,290.02
2023-06-05,inv2611,cus00525,pro0024,398.91,354,2,797.82,708,89.82000000000005
2025-12-29,inv2612,cus00613,pro0019,1174.0,951,2,2348.0,1902,446.0
2025-12-29,inv2612,cus00613,pro0037,1598.22,1427,5,7991.1,7135,856.1000000000004
2025-12-29,inv2612,cus00613,pro0034,845.29,714,3,2535.87,2142,393.8699999999999
2025-12-29,inv2612,cus00613,pro0052,2358.63,1996,1,2358.63,1996,362.6300000000001
2024-09-24,inv2613,cus00717,pro0024,398.91,354,1,398.91,354,44.910000000000025
2024-09-24,inv2613,cus00717,pro0057,775.49,646,2,1550.98,1292,258.98
2024-09-24,inv2613,cus00717,pro0058,1221.99,983,1,1221.99,983,238.99
2023-06-26,inv2614,cus00873,pro0030,1030.23,922,4,4120.92,3688,432.9200000000001
2023-06-26,inv2614,cus00873,pro0035,736.36,661,4,2945.44,2644,301.44000000000005
2025-09-19,inv2615,cus00449,pro0047,2080.09,1702,5,10400.45,8510,1890.4500000000007
2025-09-19,inv2615,cus00449,pro0004,2519.62,2184,5,12598.099999999999,10920,1678.0999999999985
2025-09-19,inv2615,cus00449,pro0043,1350.41,1151,5,6752.05,5755,997.0500000000002
2025-09-19,inv2615,cus00449,pro0015,1723.69,1246,5,8618.45,6230,2388.4500000000007
2025-09-19,inv2615,cus00449,pro0031,1593.57,1347,1,1593.57,1347,246.56999999999994
2024-06-17,inv2616,cus00140,pro0036,886.03,734,3,2658.09,2202,456.09000000000015
2024-06-17,inv2616,cus00140,pro0016,1144.49,1011,3,3433.4700000000003,3033,400.47000000000025
2024-06-17,inv2616,cus00140,pro0043,1350.41,1151,2,2700.82,2302,398.82000000000016
2024-03-05,inv2617,cus00072,pro0035,736.36,661,5,3681.8,3305,376.8000000000002
2024-03-05,inv2617,cus00072,pro0037,1598.22,1427,1,1598.22,1427,171.22000000000003
2025-03-10,inv2618,cus00381,pro0046,1414.5,1163,4,5658.0,4652,1006.0
2025-03-10,inv2618,cus00381,pro0015,1723.69,1246,1,1723.69,1246,477.69000000000005
2025-03-10,inv2618,cus00381,pro0011,1656.07,1469,5,8280.35,7345,935.3500000000004
2025-03-10,inv2618,cus00381,pro0022,2551.95,2184,2,5103.9,4368,735.8999999999996
2025-03-10,inv2618,cus00381,pro0003,1311.44,1175,2,2622.88,2350,272.8800000000001
2025-02-27,inv2619,cus00719,pro0041,2823.78,2379,4,11295.12,9516,1779.1200000000008
2025-02-27,inv2619,cus00719,pro0019,1174.0,951,2,2348.0,1902,446.0
2025-02-27,inv2619,cus00719,pro0031,1593.57,1347,1,1593.57,1347,246.56999999999994
2025-02-27,inv2619,cus00719,pro0008,1064.71,836,5,5323.55,4180,1143.5500000000002
2025-08-19,inv2620,cus00648,pro0024,398.91,354,4,1595.64,1416,179.6400000000001
2025-08-19,inv2620,cus00648,pro0031,1593.57,1347,2,3187.14,2694,493.1399999999999
2023-08-24,inv2621,cus00345,pro0022,2551.95,2184,4,10207.8,8736,1471.7999999999993
2023-08-24,inv2621,cus00345,pro0035,736.36,661,4,2945.44,2644,301.44000000000005
2023-08-24,inv2621,cus00345,pro0048,1655.4,1341,1,1655.4,1341,314.4000000000001
2023-08-24,inv2621,cus00345,pro0057,775.49,646,1,775.49,646,129.49
2024-05-29,inv2622,cus00145,pro0050,1322.69,1014,3,3968.07,3042,926.0700000000002
2024-05-29,inv2622,cus00145,pro0006,1012.59,826,2,2025.18,1652,373.18000000000006
2024-05-29,inv2622,cus00145,pro0012,1964.23,1752,5,9821.15,8760,1061.1499999999996
2024-05-29,inv2622,cus00145,pro0003,1311.44,1175,4,5245.76,4700,545.7600000000002
2024-05-29,inv2622,cus00145,pro0008,1064.71,836,3,3194.13,2508,686.1300000000001
2023-07-08,inv2623,cus00092,pro0028,1628.92,1392,3,4886.76,4176,710.7600000000002
2023-12-22,inv2624,cus00097,pro0046,1414.5,1163,4,5658.0,4652,1006.0
2023-12-22,inv2624,cus00097,pro0058,1221.99,983,2,2443.98,1966,477.98
2023-12-22,inv2624,cus00097,pro0021,1582.39,1334,1,1582.39,1334,248.3900000000001
2023-12-22,inv2624,cus00097,pro0045,261.7,218,2,523.4,436,87.39999999999998
2024-09-08,inv2625,cus00385,pro0020,1509.26,1200,5,7546.3,6000,1546.3000000000002
2024-09-08,inv2625,cus00385,pro0023,553.45,437,2,1106.9,874,232.9000000000001
2024-09-08,inv2625,cus00385,pro0016,1144.49,1011,3,3433.4700000000003,3033,400.47000000000025
2024-09-08,inv2625,cus00385,pro0015,1723.69,1246,2,3447.38,2492,955.3800000000001
2024-09-08,inv2625,cus00385,pro0031,1593.57,1347,4,6374.28,5388,986.2799999999997
2024-10-13,inv2626,cus00704,pro0014,392.56,286,4,1570.24,1144,426.24
2024-10-13,inv2626,cus00704,pro0015,1723.69,1246,4,6894.76,4984,1910.7600000000002
2024-10-13,inv2626,cus00704,pro0006,1012.59,826,1,1012.59,826,186.59000000000003
2024-10-13,inv2626,cus00704,pro0010,1256.56,1012,2,2513.12,2024,489.1199999999999
2024-10-13,inv2626,cus00704,pro0044,611.15,490,2,1222.3,980,242.29999999999995
2025-03-17,inv2627,cus00195,pro0017,1389.38,1083,1,1389.38,1083,306.3800000000001
2025-03-17,inv2627,cus00195,pro0048,1655.4,1341,2,3310.8,2682,628.8000000000002
2025-03-17,inv2627,cus00195,pro0016,1144.49,1011,3,3433.4700000000003,3033,400.47000000000025
2025-03-17,inv2627,cus00195,pro0005,1737.61,1369,2,3475.22,2738,737.2199999999998
2023-08-24,inv2628,cus00832,pro0002,1145.01,914,1,1145.01,914,231.01
2023-08-24,inv2628,cus00832,pro0020,1509.26,1200,2,3018.52,2400,618.52
2023-07-09,inv2629,cus00430,pro0050,1322.69,1014,5,6613.450000000001,5070,1543.4500000000007
2023-07-09,inv2629,cus00430,pro0037,1598.22,1427,1,1598.22,1427,171.22000000000003
2023-07-09,inv2629,cus00430,pro0019,1174.0,951,3,3522.0,2853,669.0
2023-07-09,inv2629,cus00430,pro0052,2358.63,1996,4,9434.52,7984,1450.5200000000004
2023-07-09,inv2629,cus00430,pro0011,1656.07,1469,5,8280.35,7345,935.3500000000004
2023-11-15,inv2630,cus00946,pro0039,1139.92,946,3,3419.76,2838,581.7600000000002
2023-11-15,inv2630,cus00946,pro0012,1964.23,1752,1,1964.23,1752,212.23000000000002
2023-06-16,inv2631,cus00805,pro0016,1144.49,1011,4,4577.96,4044,533.96
2024-06-06,inv2632,cus00936,pro0033,1726.24,1433,2,3452.48,2866,586.48
2024-06-24,inv2633,cus00305,pro0010,1256.56,1012,1,1256.56,1012,244.55999999999995
2024-06-24,inv2633,cus00305,pro0007,948.66,766,2,1897.32,1532,365.31999999999994
2024-06-24,inv2633,cus00305,pro0028,1628.92,1392,4,6515.68,5568,947.6800000000003
2024-06-24,inv2633,cus00305,pro0039,1139.92,946,2,2279.84,1892,387.84000000000015
2023-07-26,inv2634,cus00884,pro0001,448.85,355,3,1346.5500000000002,1065,281.5500000000002
2023-07-26,inv2634,cus00884,pro0056,1059.7,878,4,4238.8,3512,726.8000000000002
2023-03-08,inv2635,cus00660,pro0031,1593.57,1347,4,6374.28,5388,986.2799999999997
2023-03-08,inv2635,cus00660,pro0045,261.7,218,5,1308.5,1090,218.5
2023-03-08,inv2635,cus00660,pro0023,553.45,437,4,2213.8,1748,465.8000000000002
2023-03-08,inv2635,cus00660,pro0053,954.94,823,2,1909.88,1646,263.8800000000001
2025-12-23,inv2636,cus00540,pro0025,527.73,413,1,527.73,413,114.73000000000002
2025-12-23,inv2636,cus00540,pro0049,2456.42,1945,5,12282.1,9725,2557.1000000000004
2025-12-23,inv2636,cus00540,pro0032,837.01,721,2,1674.02,1442,232.01999999999998
2025-12-23,inv2636,cus00540,pro0004,2519.62,2184,1,2519.62,2184,335.6199999999999
2025-05-21,inv2637,cus00231,pro0056,1059.7,878,2,2119.4,1756,363.4000000000001
2025-10-09,inv2638,cus00418,pro0020,1509.26,1200,5,7546.3,6000,1546.3000000000002
2023-06-24,inv2639,cus00294,pro0002,1145.01,914,4,4580.04,3656,924.04
2023-06-24,inv2639,cus00294,pro0022,2551.95,2184,2,5103.9,4368,735.8999999999996
2023-06-24,inv2639,cus00294,pro0040,1379.33,1135,4,5517.32,4540,977.3199999999997
2025-02-26,inv2640,cus00934,pro0027,1025.26,877,5,5126.3,4385,741.3000000000002
2025-02-26,inv2640,cus00934,pro0034,845.29,714,5,4226.45,3570,656.4499999999998
2025-02-26,inv2640,cus00934,pro0047,2080.09,1702,2,4160.18,3404,756.1800000000003
2023-02-09,inv2641,cus00067,pro0031,1593.57,1347,5,7967.849999999999,6735,1232.8499999999995
2023-02-09,inv2641,cus00067,pro0012,1964.23,1752,1,1964.23,1752,212.23000000000002
2023-02-09,inv2641,cus00067,pro0055,2265.02,1975,3,6795.0599999999995,5925,870.0599999999995
2023-02-09,inv2641,cus00067,pro0008,1064.71,836,5,5323.55,4180,1143.5500000000002
2024-01-20,inv2642,cus00392,pro0014,392.56,286,3,1177.68,858,319.68000000000006
2024-01-20,inv2642,cus00392,pro0035,736.36,661,5,3681.8,3305,376.8000000000002
2024-01-20,inv2642,cus00392,pro0025,527.73,413,1,527.73,413,114.73000000000002
2025-07-29,inv2643,cus00662,pro0052,2358.63,1996,1,2358.63,1996,362.6300000000001
2025-07-29,inv2643,cus00662,pro0016,1144.49,1011,2,2288.98,2022,266.98
2023-09-19,inv2644,cus00398,pro0002,1145.01,914,1,1145.01,914,231.01
2023-09-19,inv2644,cus00398,pro0052,2358.63,1996,2,4717.26,3992,725.2600000000002
2023-09-19,inv2644,cus00398,pro0030,1030.23,922,5,5151.15,4610,541.1499999999996
2023-09-19,inv2644,cus00398,pro0055,2265.02,1975,3,6795.0599999999995,5925,870.0599999999995
2024-04-15,inv2645,cus00706,pro0039,1139.92,946,1,1139.92,946,193.92000000000007
2024-04-15,inv2645,cus00706,pro0045,261.7,218,5,1308.5,1090,218.5
2024-04-15,inv2645,cus00706,pro0041,2823.78,2379,2,5647.56,4758,889.5600000000004
2025-10-30,inv2646,cus00066,pro0014,392.56,286,5,1962.8,1430,532.8
2025-10-30,inv2646,cus00066,pro0030,1030.23,922,5,5151.15,4610,541.1499999999996
2024-06-26,inv2647,cus00858,pro0021,1582.39,1334,3,4747.17,4002,745.1700000000001
2024-06-26,inv2647,cus00858,pro0047,2080.09,1702,1,2080.09,1702,378.09000000000015
2024-06-26,inv2647,cus00858,pro0013,1785.78,1575,5,8928.9,7875,1053.8999999999996
2024-06-26,inv2647,cus00858,pro0049,2456.42,1945,4,9825.68,7780,2045.6800000000003
2023-01-20,inv2648,cus00715,pro0022,2551.95,2184,1,2551.95,2184,367.9499999999998
2023-01-20,inv2648,cus00715,pro0059,2336.77,2123,4,9347.08,8492,855.0799999999999
2023-01-20,inv2648,cus00715,pro0033,1726.24,1433,2,3452.48,2866,586.48
2024-06-30,inv2649,cus00703,pro0013,1785.78,1575,4,7143.12,6300,843.1199999999999
2024-06-30,inv2649,cus00703,pro0051,2410.75,1947,2,4821.5,3894,927.5
2024-12-08,inv2650,cus00275,pro0030,1030.23,922,3,3090.69,2766,324.69000000000005
2023-06-12,inv2651,cus00246,pro0006,1012.59,826,2,2025.18,1652,373.18000000000006
2023-06-12,inv2651,cus00246,pro0011,1656.07,1469,5,8280.35,7345,935.3500000000004
2023-06-12,inv2651,cus00246,pro0005,1737.61,1369,1,1737.61,1369,368.6099999999999
2024-01-22,inv2652,cus00077,pro0026,1097.18,918,1,1097.18,918,179.18000000000006
2024-01-22,inv2652,cus00077,pro0041,2823.78,2379,5,14118.900000000001,11895,2223.9000000000015
2024-11-27,inv2653,cus00272,pro0029,1208.41,1009,2,2416.82,2018,398.82000000000016
2024-11-27,inv2653,cus00272,pro0053,954.94,823,1,954.94,823,131.94000000000005
2023-05-27,inv2654,cus00880,pro0043,1350.41,1151,4,5401.64,4604,797.6400000000003
2023-05-27,inv2654,cus00880,pro0017,1389.38,1083,3,4168.14,3249,919.1400000000003
2023-05-27,inv2654,cus00880,pro0021,1582.39,1334,1,1582.39,1334,248.3900000000001
2023-02-23,inv2655,cus00939,pro0027,1025.26,877,3,3075.7799999999997,2631,444.77999999999975
2023-02-23,inv2655,cus00939,pro0013,1785.78,1575,1,1785.78,1575,210.77999999999997
2025-12-20,inv2656,cus00843,pro0044,611.15,490,1,611.15,490,121.14999999999998
2025-12-20,inv2656,cus00843,pro0047,2080.09,1702,1,2080.09,1702,378.09000000000015
2024-06-29,inv2657,cus00764,pro0022,2551.95,2184,5,12759.75,10920,1839.75
2024-06-29,inv2657,cus00764,pro0057,775.49,646,1,775.49,646,129.49
2024-06-29,inv2657,cus00764,pro0048,1655.4,1341,3,4966.200000000001,4023,943.2000000000007
2024-06-29,inv2657,cus00764,pro0036,886.03,734,3,2658.09,2202,456.09000000000015
2025-03-18,inv2658,cus00441,pro0042,494.59,403,3,1483.77,1209,274.77
2025-03-18,inv2658,cus00441,pro0034,845.29,714,5,4226.45,3570,656.4499999999998
2025-03-18,inv2658,cus00441,pro0012,1964.23,1752,5,9821.15,8760,1061.1499999999996
2025-03-18,inv2658,cus00441,pro0045,261.7,218,3,785.0999999999999,654,131.0999999999999
2025-03-15,inv2659,cus00561,pro0032,837.01,721,4,3348.04,2884,464.03999999999996
2024-09-17,inv2660,cus00748,pro0046,1414.5,1163,5,7072.5,5815,1257.5
2024-09-17,inv2660,cus00748,pro0001,448.85,355,2,897.7,710,187.70000000000005
2024-09-17,inv2660,cus00748,pro0057,775.49,646,2,1550.98,1292,258.98
2024-09-17,inv2660,cus00748,pro0030,1030.23,922,2,2060.46,1844,216.46000000000004
2024-09-17,inv2660,cus00748,pro0015,1723.69,1246,3,5171.07,3738,1433.0699999999997
2023-06-16,inv2661,cus00204,pro0003,1311.44,1175,3,3934.32,3525,409.32000000000016
2023-03-15,inv2662,cus00228,pro0057,775.49,646,4,3101.96,2584,517.96
2023-03-15,inv2662,cus00228,pro0043,1350.41,1151,2,2700.82,2302,398.82000000000016
2023-02-28,inv2663,cus00880,pro0039,1139.92,946,3,3419.76,2838,581.7600000000002
2023-02-28,inv2663,cus00880,pro0003,1311.44,1175,1,1311.44,1175,136.44000000000005
2023-02-28,inv2663,cus00880,pro0017,1389.38,1083,1,1389.38,1083,306.3800000000001
2025-11-20,inv2664,cus00250,pro0005,1737.61,1369,2,3475.22,2738,737.2199999999998
2023-09-08,inv2665,cus00225,pro0043,1350.41,1151,5,6752.05,5755,997.0500000000002
2024-05-12,inv2666,cus00780,pro0030,1030.23,922,5,5151.15,4610,541.1499999999996
2024-05-12,inv2666,cus00780,pro0034,845.29,714,4,3381.16,2856,525.1599999999999
2024-05-12,inv2666,cus00780,pro0009,535.3,456,3,1605.8999999999999,1368,237.89999999999986
2024-05-12,inv2666,cus00780,pro0032,837.01,721,3,2511.0299999999997,2163,348.02999999999975
2023-08-17,inv2667,cus00228,pro0049,2456.42,1945,4,9825.68,7780,2045.6800000000003
2023-08-17,inv2667,cus00228,pro0035,736.36,661,3,2209.08,1983,226.07999999999993
2023-08-17,inv2667,cus00228,pro0053,954.94,823,4,3819.76,3292,527.7600000000002
2023-08-17,inv2667,cus00228,pro0033,1726.24,1433,1,1726.24,1433,293.24
2023-08-17,inv2667,cus00228,pro0047,2080.09,1702,5,10400.45,8510,1890.4500000000007
2023-10-01,inv2668,cus00494,pro0002,1145.01,914,2,2290.02,1828,462.02
2023-10-01,inv2668,cus00494,pro0039,1139.92,946,4,4559.68,3784,775.6800000000003
2023-10-01,inv2668,cus00494,pro0057,775.49,646,2,1550.98,1292,258.98
2023-10-01,inv2668,cus00494,pro0050,1322.69,1014,2,2645.38,2028,617.3800000000001
2023-10-01,inv2668,cus00494,pro0015,1723.69,1246,2,3447.38,2492,955.3800000000001
2024-02-28,inv2669,cus00352,pro0054,1102.77,952,4,4411.08,3808,603.0799999999999
2024-02-28,inv2669,cus00352,pro0027,1025.26,877,3,3075.7799999999997,2631,444.77999999999975
2024-02-28,inv2669,cus00352,pro0008,1064.71,836,4,4258.84,3344,914.8400000000001
2024-02-28,inv2669,cus00352,pro0038,1234.8,1105,3,3704.3999999999996,3315,389.39999999999964
2023-09-26,inv2670,cus00379,pro0019,1174.0,951,5,5870.0,4755,1115.0
2024-12-02,inv2671,cus00160,pro0043,1350.41,1151,4,5401.64,4604,797.6400000000003
2024-12-02,inv2671,cus00160,pro0020,1509.26,1200,4,6037.04,4800,1237.04
2024-12-02,inv2671,cus00160,pro0021,1582.39,1334,1,1582.39,1334,248.3900000000001
